,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
7141.42973.8396,7,2,3,64,20,32,71,13,116,316, $2.37 , $0.15 , $0.43 , $1.78 , $0.14 , $0.08 , $4.95 , $6.75 ,4,-11,21,41,55,,,,,,,,,,,
7141.42973.8403,6,2,2,71,30,24,38,14,117,294, $1.47 , $0.15 , $0.76 , $2.32 , $0.14 , $0.08 , $4.92 , $7.75 ,7,16,13,36,72,,,,,,,,,,,
7141.42973.8403,1,1,2,63,32,8,23,12,103,241, $1.21 , $0.10 , $0.37 , $0.54 , $0.18 , $0.05 , $2.45 , $3.75 ,4,9,12,30,55,,,,,,,,,,,
7141.42973.8410,6,1,2,83,26,16,41,12,138,316, $1.58 , $0.10 , $0.37 , $1.25 , $0.17 , $0.05 , $3.52 , $4.75 ,3,-9,17,33,44,,,,,,,,,,,
7141.42973.8417,1,1,3,53,32,9,42,15,126,277, $2.08 , $0.10 , $0.32 , $0.63 , $0.12 , $0.05 , $3.30 , $3.75 ,4,-4,30,37,67,,,,,,,,,,,
7141.42973.8431,5,1,2,85,18,6,44,9,102,264, $1.32 , $0.10 , $0.30 , $1.11 , $0.18 , $0.05 , $3.06 , $4.75 ,9,12,14,29,64,,,,,,,,,,,
7141.42973.8431,6,1,2,77,49,15,50,13,130,334, $1.67 , $0.10 , $0.38 , $1.14 , $0.13 , $0.05 , $3.47 , $4.75 ,4,-15,30,16,35,,,,,,,,,,,
7141.42973.8458,3,2,3,78,34,17,70,14,132,345, $2.59 , $0.15 , $0.81 , $1.45 , $0.28 , $0.08 , $5.36 , $6.75 ,3,2,29,38,72,,,,,,,,,,,
7141.42973.8465,3,1,2,82,48,9,50,14,115,318, $1.59 , $0.10 , $0.39 , $0.82 , $0.06 , $0.05 , $3.01 , $4.25 ,7,-6,11,40,52,,,,,,,,,,,
7141.42973.8465,4,1,2,160,33,21,40,13,98,365, $1.83 , $0.10 , $0.24 , $0.64 , $0.03 , $0.10 , $2.94 , $3.75 ,8,-18,19,10,19,,,,,,,,,,,
7141.42973.8486,7,2,1,78,27,23,51,21,184,384, $0.96 , $0.15 , $0.45 , $1.82 , $0.16 , $0.08 , $3.62 , $6.75 ,5,-24,28,40,49,,,,,,,,,,,
7141.42973.8486,2,2,2,87,31,20,80,15,111,344, $1.72 , $0.15 , $0.66 , $1.35 , $0.30 , $0.08 , $4.26 , $5.50 ,6,-1,8,31,44,,,,,,,,,,,
7141.42973.8493,2,2,2,99,44,17,93,14,112,379, $1.90 , $0.15 , $0.52 , $1.25 , $0.12 , $0.08 , $4.02 , $5.50 ,6,-9,34,30,61,,,,,,,,,,,
7141.42973.8500,7,1,2,78,29,16,45,12,110,290, $1.45 , $0.10 , $0.28 , $1.03 , $0.07 , $0.05 , $2.98 , $4.75 ,7,-10,26,10,33,,,,,,,,,,,
7141.42973.8507,2,1,2,98,34,13,76,11,116,348, $1.74 , $0.10 , $0.25 , $0.68 , $0.11 , $0.05 , $2.93 , $3.75 ,5,11,27,12,55,,,,,,,,,,,
7141.42973.8528,1,1,2,94,40,9,49,12,117,321, $1.61 , $0.10 , $0.31 , $0.62 , $0.17 , $0.05 , $2.86 , $3.75 ,8,3,18,39,68,,,,,,,,,,,
7141.42973.8535,5,1,1,65,32,7,41,14,178,337, $0.84 , $0.10 , $0.23 , $1.15 , $0.13 , $0.05 , $2.50 , $4.75 ,8,-23,36,40,61,,,,,,,,,,,
7141.42973.8542,5,2,2,98,38,8,57,14,139,354, $1.77 , $0.15 , $0.59 , $2.08 , $0.22 , $0.08 , $4.89 , $7.75 ,8,-8,25,23,48,,,,,,,,,,,
7141.42973.8542,6,1,1,84,28,8,39,23,195,377, $0.94 , $0.10 , $0.42 , $1.26 , $0.06 , $0.05 , $2.83 , $4.75 ,7,-29,10,38,26,,,,,,,,,,,
7141.42973.8542,6,1,1,77,40,20,36,25,181,379, $0.95 , $0.10 , $0.41 , $1.26 , $0.14 , $0.05 , $2.91 , $4.75 ,4,-27,28,29,34,,,,,,,,,,,
7141.42973.8549,5,2,2,105,32,9,49,15,132,342, $1.71 , $0.15 , $0.61 , $2.09 , $0.06 , $0.08 , $4.70 , $7.75 ,7,7,27,38,79,,,,,,,,,,,
7141.42973.8556,1,1,2,92,33,8,42,14,111,300, $1.50 , $0.10 , $0.36 , $0.60 , $0.08 , $0.05 , $2.69 , $3.75 ,9,-11,32,13,43,,,,,,,,,,,
7141.42973.8563,1,1,3,58,29,11,59,11,117,285, $2.14 , $0.10 , $0.30 , $0.58 , $0.10 , $0.05 , $3.27 , $3.75 ,9,-20,21,25,35,,,,,,,,,,,
7141.42973.8569,3,1,3,53,25,7,58,11,116,270, $2.03 , $0.10 , $0.35 , $0.77 , $0.04 , $0.05 , $3.34 , $4.25 ,3,-25,25,30,33,,,,,,,,,,,
7141.42973.8597,6,1,2,83,50,18,53,12,127,343, $1.72 , $0.10 , $0.42 , $1.39 , $0.17 , $0.05 , $3.85 , $4.75 ,9,-15,29,41,64,,,,,,,,,,,
7141.42973.8597,2,1,1,95,41,11,72,21,196,436, $1.09 , $0.10 , $0.29 , $0.66 , $0.13 , $0.05 , $2.32 , $3.75 ,8,-21,12,33,32,,,,,,,,,,,
7141.42973.8597,3,2,2,83,46,16,79,15,132,371, $1.86 , $0.15 , $0.90 , $1.53 , $0.21 , $0.08 , $4.73 , $6.75 ,7,-14,36,34,63,,,,,,,,,,,
7141.42973.8597,6,1,3,46,25,17,41,10,102,241, $1.81 , $0.10 , $0.51 , $1.29 , $0.03 , $0.05 , $3.79 , $4.75 ,8,0,32,18,58,,,,,,,,,,,
7141.42973.8611,3,1,3,54,27,12,68,16,120,297, $2.23 , $0.10 , $0.38 , $0.62 , $0.11 , $0.05 , $3.49 , $4.25 ,6,-5,31,37,69,,,,,,,,,,,
7141.42973.8611,4,2,3,114,31,30,60,16,122,373, $2.80 , $0.15 , $0.47 , $1.16 , $0.19 , $0.08 , $4.85 , $5.50 ,8,-19,31,14,34,,,,,,,,,,,
7141.42973.8632,5,1,2,72,25,7,53,12,98,267, $1.34 , $0.10 , $0.25 , $0.98 , $0.10 , $0.05 , $2.82 , $4.75 ,9,-11,33,37,68,,,,,,,,,,,
7141.42973.8646,1,1,2,81,39,8,33,12,134,307, $1.54 , $0.10 , $0.34 , $0.54 , $0.08 , $0.05 , $2.65 , $3.75 ,8,-16,29,40,61,,,,,,,,,,,
7141.42973.8653,6,2,2,78,54,25,34,15,140,346, $1.73 , $0.15 , $0.77 , $2.39 , $0.19 , $0.08 , $5.31 , $7.75 ,8,-21,40,20,47,,,,,,,,,,,
7141.42973.8660,3,2,1,80,54,16,43,25,189,407, $1.02 , $0.15 , $0.61 , $1.51 , $0.13 , $0.08 , $3.50 , $6.75 ,4,-25,26,37,42,,,,,,,,,,,
7141.42973.8688,5,2,2,92,38,11,63,16,124,344, $1.72 , $0.15 , $0.63 , $2.07 , $0.20 , $0.08 , $4.85 , $7.75 ,6,10,15,35,66,,,,,,,,,,,
7141.42973.8688,7,1,2,70,18,15,62,16,117,298, $1.49 , $0.10 , $0.23 , $0.88 , $0.13 , $0.05 , $2.88 , $4.75 ,5,-13,21,37,50,,,,,,,,,,,
7141.42973.8694,7,1,2,79,26,20,35,11,127,298, $1.49 , $0.10 , $0.23 , $0.91 , $(0.01), $0.05 , $2.77 , $4.75 ,7,-9,10,34,42,,,,,,,,,,,
7141.42973.8715,4,1,3,93,24,13,62,14,121,327, $2.45 , $0.10 , $0.27 , $0.65 , $0.10 , $0.05 , $3.62 , $3.75 ,6,0,28,38,72,,,,,,,,,,,
7141.42973.8736,3,1,3,50,24,9,45,15,109,252, $1.89 , $0.10 , $0.40 , $0.77 , $0.08 , $0.05 , $3.29 , $4.25 ,8,-12,27,28,51,,,,,,,,,,,
7141.42973.8743,1,2,1,87,45,14,64,23,168,401, $1.00 , $0.15 , $0.64 , $1.24 , $0.18 , $0.08 , $3.29 , $5.50 ,7,-36,12,37,20,,,,,,,,,,,
7141.42973.8743,7,2,1,86,20,29,56,21,160,372, $0.93 , $0.15 , $0.45 , $1.81 , $0.18 , $0.08 , $3.60 , $6.75 ,5,-7,17,16,31,,,,,,,,,,,
7141.42973.8750,6,1,1,42,23,17,52,19,52,205, $0.51 , $0.10 , $0.20 , $0.73 , $0.11 , $0.05 , $1.70 , $4.75 ,5,15,12,15,47,,,,,,,,,,,
7141.42973.8764,4,1,1,74,40,16,47,28,45,250, $0.63 , $0.10 , $0.10 , $0.36 , $0.05 , $0.05 , $1.29 , $3.75 ,7,14,30,18,69,,,,,,,,,,,
7141.42973.8778,2,1,1,47,44,14,68,20,32,225, $0.56 , $0.10 , $0.20 , $0.33 , $0.12 , $0.05 , $1.36 , $3.75 ,8,4,27,30,69,,,,,,,,,,,
7141.42973.8813,7,1,1,38,29,22,51,16,32,188, $0.47 , $0.10 , $0.11 , $0.47 , $0.12 , $0.05 , $1.32 , $4.75 ,9,10,22,28,69,,,,,,,,,,,
7141.42973.8833,4,2,1,85,32,26,47,26,43,259, $0.65 , $0.15 , $0.26 , $0.58 , $0.12 , $0.08 , $1.84 , $5.50 ,6,19,9,37,71,,,,,,,,,,,
7141.42973.8854,7,2,1,33,13,23,83,19,45,216, $0.54 , $0.15 , $0.18 , $0.92 , $0.14 , $0.08 , $2.01 , $6.75 ,8,9,19,14,50,,,,,,,,,,,
7141.42974.4500,6,2,1,43,39,21,63,19,66,251, $0.63 , $0.15 , $0.35 , $1.16 , $0.18 , $0.08 , $2.55 , $7.75 ,8,13,31,31,83,,,,,,,,,,,
7141.42974.4694,6,1,2,20,35,19,56,15,16,161, $0.81 , $0.10 , $0.25 , $0.46 , $0.08 , $0.05 , $1.75 , $4.75 ,2,12,27,13,54,,,,,,,,,,,
7141.42974.4736,3,2,2,34,26,17,46,11,46,180, $0.90 , $0.15 , $0.54 , $0.90 , $0.23 , $0.08 , $2.80 , $6.75 ,6,16,26,31,79,,,,,,,,,,,
7141.42974.4743,6,1,2,35,28,16,37,16,42,174, $0.87 , $0.10 , $0.14 , $0.86 , $0.16 , $0.05 , $2.18 , $4.75 ,8,6,31,33,78,,,,,,,,,,,
7141.42974.4868,1,2,2,43,43,19,36,15,35,191, $0.96 , $0.15 , $0.37 , $0.76 , $0.09 , $0.08 , $2.41 , $5.50 ,7,12,25,14,58,,,,,,,,,,,
7141.42974.4951,4,2,1,71,27,34,36,20,36,224, $0.56 , $0.15 , $0.27 , $0.73 , $0.17 , $0.08 , $1.96 , $5.50 ,5,-1,17,35,56,,,,,,,,,,,
7141.42974.4972,3,1,2,32,42,10,43,11,25,163, $0.82 , $0.10 , $0.15 , $0.55 , $0.07 , $0.05 , $1.74 , $4.25 ,6,5,10,30,51,,,,,,,,,,,
7141.42974.5000,6,1,2,38,37,18,36,13,51,193, $0.97 , $0.10 , $0.33 , $0.81 , $0.10 , $0.05 , $2.36 , $4.75 ,8,-8,12,29,41,,,,,,,,,,,
7141.42974.5083,7,1,2,19,25,15,36,15,62,172, $0.86 , $0.10 , $0.13 , $0.63 , $0.10 , $0.05 , $1.87 , $4.75 ,7,-11,20,16,32,,,,,,,,,,,
7141.42974.5083,5,2,3,33,26,10,58,16,26,169, $1.27 , $0.15 , $0.43 , $1.52 , $0.22 , $0.08 , $3.67 , $7.75 ,8,3,14,31,56,,,,,,,,,,,
7141.42974.5146,2,2,3,23,27,17,101,15,18,201, $1.51 , $0.15 , $0.45 , $0.99 , $0.25 , $0.08 , $3.43 , $5.50 ,6,12,9,36,63,,,,,,,,,,,
7141.42974.5153,3,2,1,41,51,15,48,21,42,218, $0.55 , $0.15 , $0.50 , $1.19 , $0.22 , $0.08 , $2.69 , $6.75 ,7,7,26,16,56,,,,,,,,,,,
7141.42974.5208,3,2,1,39,49,17,30,27,5,167, $0.42 , $0.15 , $0.44 , $0.96 , $0.16 , $0.08 , $2.21 , $6.75 ,9,14,14,22,59,,,,,,,,,,,
7141.42974.5208,1,2,2,54,33,11,75,13,54,240, $1.20 , $0.15 , $0.30 , $0.73 , $0.20 , $0.08 , $2.66 , $5.50 ,7,-4,22,30,55,,,,,,,,,,,
7141.42974.5257,3,1,1,26,50,8,62,19,66,231, $0.58 , $0.10 , $0.21 , $0.50 , $0.07 , $0.05 , $1.51 , $4.25 ,5,-6,22,15,36,,,,,,,,,,,
7141.42974.5285,3,1,2,38,33,14,39,11,39,174, $0.87 , $0.10 , $0.16 , $0.48 , $0.05 , $0.05 , $1.71 , $4.25 ,7,7,25,36,75,,,,,,,,,,,
7141.42974.5417,7,2,2,59,26,27,61,12,34,219, $1.10 , $0.30 , $0.24 , $1.27 , $0.11 , $0.08 , $3.10 , $6.75 ,7,5,29,37,78,,,,,,,,,,,
7141.42974.5472,1,2,2,49,44,17,35,14,49,208, $1.04 , $0.15 , $0.40 , $0.82 , $0.17 , $0.08 , $2.66 , $5.50 ,6,-3,13,17,33,,,,,,,,,,,
7141.42974.5500,2,1,2,19,40,10,104,13,40,226, $1.13 , $0.10 , $0.21 , $0.39 , $0.09 , $0.05 , $1.97 , $3.75 ,7,10,16,4,37,,,,,,,,,,,
7141.42974.5514,5,2,2,35,39,10,74,14,18,190, $0.95 , $0.15 , $0.46 , $1.32 , $0.20 , $0.08 , $3.16 , $7.75 ,9,2,33,36,80,,,,,,,,,,,
7141.42974.5549,3,2,2,47,63,15,59,12,31,227, $1.14 , $0.15 , $0.45 , $1.04 , $0.25 , $0.08 , $3.11 , $6.75 ,4,2,29,31,66,,,,,,,,,,,
7141.42974.5632,1,1,1,41,39,11,56,20,38,205, $0.51 , $0.10 , $0.08 , $0.34 , $-   , $0.05 , $1.08 , $3.75 ,4,1,9,29,43,,,,,,,,,,,
7141.42974.5799,6,1,3,32,24,15,63,15,30,179, $1.34 , $0.10 , $0.28 , $0.71 , $0.15 , $0.05 , $2.63 , $4.75 ,9,7,4,27,47,,,,,,,,,,,
7141.42974.5931,5,1,2,45,24,8,75,15,22,189, $0.95 , $0.10 , $0.10 , $0.50 , $0.14 , $0.05 , $1.84 , $4.75 ,8,25,17,33,83,,,,,,,,,,,
7141.42974.5931,1,1,1,47,31,8,34,18,48,186, $0.47 , $0.10 , $0.11 , $0.29 , $0.05 , $0.05 , $1.07 , $3.75 ,7,16,6,29,58,,,,,,,,,,,
7141.42974.5944,7,2,1,56,44,29,40,19,36,224, $0.56 , $0.15 , $0.25 , $0.96 , $0.19 , $0.08 , $2.19 , $6.75 ,9,7,16,21,53,,,,,,,,,,,
7141.42974.6132,6,1,1,48,38,12,49,21,60,228, $0.57 , $0.10 , $0.24 , $0.76 , $0.07 , $0.05 , $1.79 , $4.75 ,9,15,20,31,75,,,,,,,,,,,
7141.42974.6479,3,1,1,49,42,13,53,23,61,241, $0.60 , $0.10 , $0.23 , $0.36 , $0.14 , $0.05 , $1.48 , $4.25 ,7,13,20,27,67,,,,,,,,,,,
7141.42974.6556,1,2,2,22,45,14,58,16,35,190, $0.95 , $0.15 , $0.41 , $0.60 , $0.22 , $0.08 , $2.41 , $5.50 ,8,14,20,19,61,,,,,,,,,,,
7141.42974.6590,2,1,2,43,36,12,60,15,29,195, $0.98 , $0.10 , $0.17 , $0.37 , $0.04 , $0.05 , $1.71 , $3.75 ,2,14,17,27,60,,,,,,,,,,,
7141.42974.6646,2,2,1,57,34,23,84,18,55,271, $0.68 , $0.15 , $0.31 , $0.64 , $0.24 , $0.08 , $2.10 , $5.50 ,8,10,27,10,55,,,,,,,,,,,
7141.42974.6708,5,1,2,89,25,6,58,19,125,322, $1.61 , $0.20 , $0.20 , $1.02 , $0.04 , $0.10 , $3.17 , $4.75 ,4,-28,26,35,37,,,,,,,,,,,
7141.42974.6736,5,1,3,48,21,6,55,14,131,275, $2.06 , $0.10 , $0.30 , $1.07 , $0.02 , $0.05 , $3.60 , $4.75 ,9,-17,21,31,44,,,,,,,,,,,
7141.42974.6778,7,2,1,89,24,26,66,22,185,412, $1.03 , $0.15 , $0.44 , $1.89 , $0.13 , $0.08 , $3.72 , $6.75 ,5,-34,28,18,17,,,,,,,,,,,
7141.42974.6861,7,1,3,36,19,18,53,14,112,252, $1.89 , $0.10 , $0.21 , $0.90 , $0.08 , $0.05 , $3.23 , $4.75 ,7,6,32,15,60,,,,,,,,,,,
7141.42974.6896,6,2,2,102,34,25,31,16,117,325, $1.63 , $0.15 , $0.85 , $2.28 , $0.26 , $0.08 , $5.25 , $7.75 ,6,-22,41,21,46,,,,,,,,,,,
7141.42974.6931,7,1,2,75,26,21,26,14,117,279, $1.40 , $0.10 , $0.13 , $1.04 , $0.09 , $0.10 , $2.86 , $4.75 ,9,-18,25,40,56,,,,,,,,,,,
7141.42974.6958,2,2,2,84,41,14,78,14,146,377, $1.89 , $0.15 , $0.64 , $1.18 , $0.21 , $0.08 , $4.15 , $5.50 ,3,-31,37,28,37,,,,,,,,,,,
7141.42974.7035,5,1,3,49,17,7,93,12,108,286, $2.15 , $0.10 , $0.35 , $1.05 , $0.13 , $0.05 , $3.83 , $4.75 ,6,13,9,40,68,,,,,,,,,,,
7141.42974.7097,5,1,3,57,16,8,40,15,120,256, $1.92 , $0.10 , $0.25 , $1.11 , $0.13 , $0.05 , $3.56 , $4.75 ,9,-6,30,41,74,,,,,,,,,,,
7141.42974.7167,3,2,2,103,38,18,45,17,114,335, $1.68 , $0.15 , $0.56 , $1.49 , $0.23 , $0.08 , $4.19 , $6.75 ,2,-26,22,25,23,,,,,,,,,,,
7141.42974.7167,5,1,2,80,30,7,66,14,114,311, $1.56 , $0.10 , $0.36 , $1.08 , $0.11 , $0.05 , $3.26 , $4.75 ,5,-22,29,18,30,,,,,,,,,,,
7141.42974.7278,4,1,1,155,37,17,50,23,174,456, $1.14 , $0.10 , $0.25 , $0.56 , $0.10 , $0.05 , $2.20 , $3.75 ,6,-26,30,21,31,,,,,,,,,,,
7141.42974.7326,5,2,3,57,23,11,78,14,122,305, $2.29 , $0.15 , $0.57 , $2.07 , $0.15 , $0.08 , $5.31 , $7.75 ,9,-14,30,26,51,,,,,,,,,,,
7141.42974.7361,1,1,2,89,37,11,51,11,113,312, $1.56 , $0.10 , $0.26 , $0.62 , $0.17 , $0.05 , $2.76 , $3.75 ,6,-21,4,33,22,,,,,,,,,,,
7141.42974.7444,7,1,3,49,20,8,62,10,106,255, $1.91 , $0.10 , $0.20 , $0.91 , $0.02 , $0.05 , $3.19 , $4.75 ,3,-22,22,12,15,,,,,,,,,,,
7141.42974.7479,1,1,2,75,33,12,41,15,120,296, $1.48 , $0.10 , $0.29 , $0.57 , $0.06 , $0.05 , $2.55 , $3.75 ,6,-20,7,40,33,,,,,,,,,,,
7141.42974.7500,5,1,3,56,23,6,55,14,126,280, $2.10 , $0.10 , $0.22 , $1.01 , $0.13 , $0.05 , $3.61 , $4.75 ,7,-18,20,40,49,,,,,,,,,,,
7141.42974.7500,5,1,2,91,25,9,60,16,121,322, $1.61 , $0.10 , $0.30 , $1.24 , $0.14 , $0.05 , $3.44 , $4.75 ,6,-9,32,35,64,,,,,,,,,,,
7141.42974.7507,1,1,2,98,24,8,66,11,120,327, $1.64 , $0.10 , $0.28 , $0.66 , $0.13 , $0.05 , $2.86 , $3.75 ,8,-14,31,35,60,,,,,,,,,,,
7141.42974.7514,3,2,2,95,52,14,49,15,115,340, $1.70 , $0.15 , $0.74 , $1.62 , $0.17 , $0.08 , $4.46 , $6.75 ,3,-19,37,10,31,,,,,,,,,,,
7141.42974.7521,1,1,2,64,38,10,54,12,113,291, $1.46 , $0.10 , $0.35 , $0.51 , $0.11 , $0.05 , $2.58 , $3.75 ,3,0,25,35,63,,,,,,,,,,,
7141.42974.7542,3,1,2,90,45,11,48,13,114,321, $1.61 , $0.10 , $0.41 , $0.71 , $0.17 , $0.05 , $3.05 , $4.25 ,4,-14,6,30,26,,,,,,,,,,,
7141.42974.7569,2,2,2,91,45,18,59,16,113,342, $1.71 , $0.15 , $0.60 , $1.24 , $0.19 , $0.08 , $3.97 , $5.50 ,9,-6,23,27,53,,,,,,,,,,,
7141.42974.7569,5,1,1,95,23,8,52,20,153,351, $0.88 , $0.10 , $0.31 , $0.89 , $0.10 , $0.05 , $2.33 , $4.75 ,7,-20,12,39,38,,,,,,,,,,,
7141.42974.7611,6,1,2,87,39,14,25,15,118,298, $1.49 , $0.10 , $0.39 , $1.11 , $0.11 , $0.05 , $3.25 , $4.75 ,8,-12,26,14,36,,,,,,,,,,,
7141.42974.7625,1,1,2,62,36,10,47,14,110,279, $1.40 , $0.10 , $0.27 , $0.57 , $0.12 , $0.05 , $2.51 , $3.75 ,8,-19,19,30,38,,,,,,,,,,,
7141.42974.7653,7,2,2,92,26,27,38,14,132,329, $1.65 , $0.30 , $0.43 , $1.83 , $0.16 , $0.08 , $4.45 , $6.75 ,7,6,30,19,62,,,,,,,,,,,
7141.42974.7660,5,1,1,75,21,9,38,19,176,338, $0.85 , $0.10 , $0.33 , $0.96 , $0.20 , $0.05 , $2.49 , $4.75 ,9,-23,29,28,43,,,,,,,,,,,
7141.42974.7681,2,1,2,86,35,13,64,12,103,313, $1.57 , $0.10 , $0.33 , $0.65 , $0.11 , $0.05 , $2.81 , $3.75 ,7,-3,29,28,61,,,,,,,,,,,
7141.42974.7694,1,2,2,113,35,17,45,12,130,352, $1.76 , $0.15 , $0.50 , $1.15 , $0.21 , $0.08 , $3.85 , $5.50 ,8,-29,21,25,25,,,,,,,,,,,
7141.42974.7757,6,1,3,50,25,11,48,12,115,261, $1.96 , $0.10 , $0.40 , $1.33 , $0.15 , $0.05 , $3.99 , $4.75 ,9,-20,39,36,64,,,,,,,,,,,
7141.42974.7757,6,1,2,87,36,14,51,16,134,338, $1.69 , $0.10 , $0.44 , $1.24 , $0.11 , $0.05 , $3.63 , $4.75 ,4,-1,37,24,64,,,,,,,,,,,
7141.42974.7764,5,2,1,87,31,12,48,17,130,325, $0.81 , $0.15 , $0.60 , $2.12 , $0.19 , $0.08 , $3.95 , $7.75 ,9,7,20,19,55,,,,,,,,,,,
7141.42974.7764,3,1,1,88,41,12,57,21,188,407, $1.02 , $0.10 , $0.40 , $0.80 , $0.11 , $0.05 , $2.48 , $4.25 ,2,-21,30,27,38,,,,,,,,,,,
7141.42974.7764,4,1,1,151,51,19,36,23,180,460, $1.15 , $0.10 , $0.25 , $0.50 , $0.10 , $0.05 , $2.15 , $3.75 ,8,-26,23,34,39,,,,,,,,,,,
7141.42974.7778,6,2,3,59,22,24,49,15,127,296, $2.22 , $0.15 , $0.89 , $2.39 , $0.19 , $0.08 , $5.92 , $7.75 ,7,-19,25,15,28,,,,,,,,,,,
7141.42974.7792,6,1,1,72,29,14,40,21,198,374, $0.94 , $0.10 , $0.44 , $1.19 , $0.08 , $0.10 , $2.85 , $4.75 ,6,-41,30,38,33,,,,,,,,,,,
7141.42974.7799,1,1,2,80,37,10,34,12,124,297, $1.49 , $0.10 , $0.31 , $0.59 , $0.10 , $0.05 , $2.64 , $3.75 ,6,-17,20,25,34,,,,,,,,,,,
7141.42974.7819,4,1,1,174,21,26,36,26,176,459, $1.15 , $0.10 , $0.27 , $0.63 , $0.08 , $0.05 , $2.28 , $3.75 ,6,-1,17,41,63,,,,,,,,,,,
7141.42974.7833,3,1,2,85,59,11,51,12,119,337, $1.69 , $0.10 , $0.38 , $0.70 , $0.04 , $0.05 , $2.96 , $4.25 ,7,-8,33,38,70,,,,,,,,,,,
7141.42974.7840,7,1,3,60,19,17,37,14,125,272, $2.04 , $0.10 , $0.23 , $0.85 , $0.13 , $0.05 , $3.40 , $4.75 ,7,-15,19,9,20,,,,,,,,,,,
7141.42974.7840,6,1,3,68,22,13,34,12,126,275, $2.06 , $0.10 , $0.33 , $1.13 , $0.10 , $0.05 , $3.77 , $4.75 ,3,-22,35,31,47,,,,,,,,,,,
7141.42974.7847,5,1,1,73,24,6,48,19,182,352, $0.88 , $0.20 , $0.36 , $1.09 , $0.13 , $0.05 , $2.71 , $4.75 ,3,-36,24,35,26,,,,,,,,,,,
7141.42974.7854,1,1,3,55,24,7,50,11,116,263, $1.97 , $0.10 , $0.30 , $0.64 , $0.07 , $0.05 , $3.13 , $3.75 ,9,4,24,37,74,,,,,,,,,,,
7141.42974.7861,3,1,2,69,45,8,86,14,131,353, $1.77 , $0.10 , $0.34 , $0.83 , $0.10 , $0.05 , $3.19 , $4.25 ,9,-28,8,17,6,,,,,,,,,,,
7141.42974.7861,6,1,2,87,48,18,37,15,108,313, $1.57 , $0.10 , $0.52 , $1.31 , $0.16 , $0.05 , $3.71 , $4.75 ,2,11,27,25,65,,,,,,,,,,,
7141.42974.7868,5,1,1,75,28,6,49,23,165,346, $0.87 , $0.10 , $0.27 , $1.02 , $0.09 , $0.05 , $2.40 , $4.75 ,7,-31,30,40,46,,,,,,,,,,,
7141.42974.7882,1,1,2,91,32,11,75,14,113,336, $1.68 , $0.10 , $0.24 , $0.57 , $0.11 , $0.05 , $2.75 , $3.75 ,6,-1,25,34,64,,,,,,,,,,,
7141.42974.7889,3,1,2,72,31,10,40,12,123,288, $1.44 , $0.10 , $0.26 , $0.63 , $0.04 , $0.05 , $2.52 , $4.25 ,6,-7,24,37,60,,,,,,,,,,,
7141.42974.7889,6,2,2,101,32,20,51,17,121,342, $1.71 , $0.15 , $0.82 , $2.50 , $0.15 , $0.08 , $5.41 , $7.75 ,6,-3,13,24,40,,,,,,,,,,,
7141.42974.7896,4,2,1,195,49,34,37,21,198,534, $1.34 , $0.15 , $0.50 , $1.24 , $0.11 , $0.08 , $3.42 , $5.50 ,8,-39,36,29,34,,,,,,,,,,,
7141.42974.7924,5,1,2,73,29,9,51,13,106,281, $1.41 , $0.10 , $0.32 , $0.93 , $0.10 , $0.05 , $2.91 , $4.75 ,8,4,33,38,83,,,,,,,,,,,
7141.42974.7938,5,1,2,77,26,10,32,16,118,279, $1.40 , $0.10 , $0.40 , $1.13 , $(0.04), $0.05 , $3.04 , $4.75 ,7,-1,29,27,62,,,,,,,,,,,
7141.42974.7944,1,2,2,83,45,14,50,17,135,344, $1.72 , $0.15 , $0.55 , $1.24 , $0.17 , $0.08 , $3.91 , $5.50 ,9,-8,32,21,54,,,,,,,,,,,
7141.42974.7958,1,1,3,47,22,9,29,11,113,231, $1.73 , $0.10 , $0.31 , $0.56 , $0.17 , $0.05 , $2.92 , $3.75 ,6,-1,32,22,59,,,,,,,,,,,
7141.42974.7972,3,2,3,56,37,16,71,15,118,313, $2.35 , $0.15 , $0.86 , $1.61 , $0.16 , $0.08 , $5.21 , $6.75 ,5,-19,13,19,18,,,,,,,,,,,
7141.42974.7986,5,1,1,72,29,5,31,20,189,346, $0.87 , $0.10 , $0.30 , $0.98 , $0.07 , $0.05 , $2.37 , $4.75 ,7,-1,13,13,32,,,,,,,,,,,
7141.42974.8000,6,2,2,105,42,29,43,15,130,364, $1.82 , $0.15 , $0.80 , $2.38 , $0.18 , $0.08 , $5.41 , $7.75 ,5,5,30,35,75,,,,,,,,,,,
7141.42974.8000,5,2,3,59,23,11,51,16,120,280, $2.10 , $0.15 , $0.52 , $2.18 , $0.23 , $0.08 , $5.26 , $7.75 ,8,-10,30,17,45,,,,,,,,,,,
7141.42974.8007,5,2,2,92,25,9,39,16,110,291, $1.46 , $0.15 , $0.59 , $2.11 , $0.19 , $0.08 , $4.58 , $7.75 ,8,-12,23,36,55,,,,,,,,,,,
7141.42974.8014,5,1,2,76,25,8,55,12,107,283, $1.42 , $0.10 , $0.34 , $1.09 , $0.07 , $0.05 , $3.07 , $4.75 ,7,-12,15,15,25,,,,,,,,,,,
7141.42974.8021,1,1,2,76,40,12,53,13,124,318, $1.59 , $0.10 , $0.31 , $0.63 , $0.13 , $0.05 , $2.81 , $3.75 ,10,-1,31,30,70,,,,,,,,,,,
