,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
8973.43077.5007,5,2,2,53,57,8,67,14,81,280, $1.40 , $0.15 , $0.39 , $1.33 , $0.19 , $0.08 , $3.54 , $7.75 ,7,-13,31,31,56,,,,,,,,,,,
8973.43077.5014,2,1,1,40,69,16,73,16,182,396, $0.99 , $0.10 , $0.19 , $0.38 , $0.03 , $0.05 , $1.74 , $3.75 ,4,-6,21,42,61,,,,,,,,,,,
8973.43077.5069,2,2,1,42,90,18,74,22,125,371, $0.93 , $0.15 , $0.31 , $0.79 , $0.22 , $0.08 , $2.48 , $5.50 ,7,-25,19,21,22,,,,,,,,,,,
8973.43077.5090,1,2,1,50,68,10,58,24,148,358, $0.90 , $0.15 , $0.28 , $0.76 , $0.18 , $0.08 , $2.35 , $5.50 ,6,-24,24,38,44,,,,,,,,,,,
8973.43077.5125,5,1,2,26,64,8,54,14,112,278, $1.39 , $0.10 , $0.15 , $0.68 , $(0.02), $0.10 , $2.40 , $4.75 ,7,-3,27,27,58,,,,,,,,,,,
8973.43077.5146,1,2,1,55,63,15,58,24,201,416, $1.04 , $0.15 , $0.40 , $0.71 , $0.17 , $0.08 , $2.55 , $5.50 ,9,-42,20,29,16,,,,,,,,,,,
8973.43077.5160,3,1,3,27,60,17,29,12,65,210, $1.58 , $0.10 , $0.17 , $0.44 , $0.14 , $0.05 , $2.48 , $4.25 ,5,-3,25,38,65,,,,,,,,,,,
8973.43077.5167,1,1,2,57,71,11,23,12,92,266, $1.33 , $0.10 , $0.13 , $0.33 , $0.12 , $0.05 , $2.06 , $3.75 ,7,7,18,37,69,,,,,,,,,,,
8973.43077.5194,6,1,2,38,79,16,21,12,105,271, $1.36 , $0.10 , $0.19 , $0.73 , $0.13 , $0.05 , $2.56 , $4.75 ,8,10,28,37,83,,,,,,,,,,,
8973.43077.5194,2,1,2,47,74,7,56,16,78,278, $1.39 , $0.10 , $0.36 , $0.39 , $0.18 , $0.05 , $2.47 , $3.75 ,8,1,27,36,72,,,,,,,,,,,
8973.43077.5201,1,1,1,27,80,7,53,22,174,363, $0.91 , $0.10 , $0.19 , $0.43 , $0.18 , $0.05 , $1.86 , $3.75 ,3,-33,26,39,35,,,,,,,,,,,
8973.43077.5222,6,1,3,22,45,20,50,18,45,200, $1.50 , $0.10 , $0.21 , $0.77 , $0.11 , $0.05 , $2.74 , $4.75 ,3,15,31,27,76,,,,,,,,,,,
8973.43077.5229,6,2,1,31,81,26,45,20,143,346, $0.87 , $0.15 , $0.50 , $1.36 , $0.23 , $0.08 , $3.19 , $7.75 ,6,-23,29,29,41,,,,,,,,,,,
8973.43077.5257,3,2,1,60,76,18,70,25,186,435, $1.09 , $0.15 , $0.34 , $1.02 , $0.14 , $0.08 , $2.82 , $6.75 ,4,-29,20,13,8,,,,,,,,,,,
8973.43077.5264,1,2,2,38,67,13,62,15,90,285, $1.43 , $0.15 , $0.42 , $0.73 , $0.24 , $0.08 , $3.05 , $5.50 ,5,-16,15,13,17,,,,,,,,,,,
8973.43077.5264,3,1,1,50,74,13,55,20,135,347, $0.87 , $0.10 , $0.18 , $0.50 , $0.06 , $0.05 , $1.76 , $4.25 ,8,-19,23,16,28,,,,,,,,,,,
8973.43077.5313,1,1,2,24,80,13,44,12,71,244, $1.22 , $0.10 , $0.22 , $0.39 , $0.19 , $0.05 , $2.17 , $3.75 ,4,-6,10,38,46,,,,,,,,,,,
8973.43077.5368,3,1,3,26,54,9,56,13,58,216, $1.62 , $0.10 , $0.22 , $0.50 , $0.07 , $0.05 , $2.56 , $4.25 ,8,11,8,33,60,,,,,,,,,,,
8973.43077.5410,5,1,2,33,52,8,55,12,82,242, $1.21 , $0.10 , $0.10 , $0.57 , $0.03 , $0.05 , $2.06 , $4.75 ,3,-12,19,20,30,,,,,,,,,,,
8973.43077.5410,7,1,1,41,48,17,47,22,114,289, $0.72 , $0.10 , $0.19 , $0.72 , $0.09 , $0.05 , $1.87 , $4.75 ,9,0,18,21,48,,,,,,,,,,,
8973.43077.5465,6,2,2,54,75,23,54,13,91,310, $1.55 , $0.15 , $0.44 , $1.66 , $0.11 , $0.08 , $3.99 , $7.75 ,7,-2,24,34,63,,,,,,,,,,,
8973.43077.5479,4,2,2,113,82,26,22,16,78,337, $1.69 , $0.15 , $0.29 , $0.72 , $0.13 , $0.08 , $3.06 , $5.50 ,5,-1,9,33,46,,,,,,,,,,,
8973.43077.5514,7,2,2,59,49,26,34,16,60,244, $1.22 , $0.15 , $0.28 , $1.04 , $0.19 , $0.08 , $2.96 , $6.75 ,7,-4,29,24,56,,,,,,,,,,,
8973.43077.5535,6,2,1,53,83,24,75,18,98,351, $0.88 , $0.15 , $0.42 , $1.58 , $0.10 , $0.08 , $3.21 , $7.75 ,8,-7,25,36,62,,,,,,,,,,,
8973.43077.5556,6,1,2,48,56,11,42,17,89,263, $1.32 , $0.10 , $0.12 , $0.75 , $0.10 , $0.05 , $2.44 , $4.75 ,7,-9,27,19,44,,,,,,,,,,,
8973.43077.5563,3,2,2,44,101,14,64,12,101,336, $1.68 , $0.15 , $0.41 , $0.82 , $0.21 , $0.08 , $3.35 , $6.75 ,9,-11,26,37,61,,,,,,,,,,,
8973.43077.5604,3,1,2,28,89,11,56,14,99,297, $1.49 , $0.10 , $0.22 , $0.59 , $0.10 , $0.10 , $2.60 , $4.25 ,8,-18,11,30,31,,,,,,,,,,,
8973.43077.5639,7,2,2,46,57,25,23,15,105,271, $1.36 , $0.15 , $0.23 , $1.17 , $0.18 , $0.08 , $3.17 , $6.75 ,7,-13,31,24,49,,,,,,,,,,,
8973.43077.5660,7,2,2,37,55,25,49,14,84,264, $1.32 , $0.15 , $0.29 , $1.12 , $0.18 , $0.08 , $3.14 , $6.75 ,4,-12,27,23,42,,,,,,,,,,,
8973.43077.5681,6,1,2,40,74,11,40,17,61,243, $1.22 , $0.10 , $0.36 , $0.76 , $0.09 , $0.05 , $2.58 , $4.75 ,7,3,24,26,60,,,,,,,,,,,
8973.43077.5688,2,2,3,34,51,15,72,15,86,273, $2.05 , $0.15 , $0.30 , $0.83 , $0.27 , $0.08 , $3.68 , $5.50 ,7,10,11,18,46,,,,,,,,,,,
8973.43077.5729,3,1,1,37,81,6,52,21,150,347, $0.87 , $0.20 , $0.37 , $0.40 , $0.04 , $0.05 , $1.93 , $4.25 ,4,-34,15,39,24,,,,,,,,,,,
8973.43077.5785,6,1,1,40,69,19,57,21,143,349, $0.87 , $0.10 , $0.37 , $0.78 , $0.07 , $0.05 , $2.24 , $4.75 ,7,-18,28,36,53,,,,,,,,,,,
8973.43077.5819,3,1,1,59,83,13,49,22,140,366, $0.92 , $0.10 , $0.25 , $0.47 , $0.06 , $0.05 , $1.85 , $4.25 ,6,-25,8,39,28,,,,,,,,,,,
8973.43077.5882,5,1,2,54,20,7,66,14,34,195, $0.98 , $0.10 , $0.27 , $0.53 , $0.01 , $0.05 , $1.94 , $4.75 ,8,9,25,21,63,,,,,,,,,,,
8973.43077.5896,7,2,2,50,23,29,53,16,19,190, $0.95 , $0.15 , $0.14 , $0.79 , $0.18 , $0.08 , $2.29 , $6.75 ,7,20,15,36,78,,,,,,,,,,,
8973.43077.5917,5,2,1,67,48,10,80,23,26,254, $0.64 , $0.15 , $0.29 , $1.14 , $0.18 , $0.08 , $2.48 , $7.75 ,6,4,21,37,68,,,,,,,,,,,
8973.43077.5944,3,2,1,54,37,14,26,17,42,190, $0.48 , $0.15 , $0.33 , $0.52 , $0.23 , $0.08 , $1.79 , $6.75 ,7,19,22,38,86,,,,,,,,,,,
8973.43077.5951,1,2,1,63,37,16,80,15,53,264, $0.66 , $0.15 , $0.25 , $0.60 , $0.25 , $0.08 , $1.99 , $5.50 ,8,14,21,3,46,,,,,,,,,,,
8973.43077.5986,5,2,2,54,34,10,33,16,33,180, $0.90 , $0.15 , $0.26 , $1.09 , $0.22 , $0.08 , $2.70 , $7.75 ,8,25,29,32,94,,,,,,,,,,,
8973.43077.6014,7,1,2,37,18,18,86,13,28,200, $1.00 , $0.10 , $0.09 , $0.48 , $0.04 , $0.05 , $1.76 , $4.75 ,8,4,16,11,39,,,,,,,,,,,
8973.43077.6097,1,1,1,34,31,10,67,21,34,197, $0.49 , $0.10 , $0.13 , $0.33 , $0.09 , $0.05 , $1.19 , $3.75 ,8,18,21,29,76,,,,,,,,,,,
8973.43077.6097,5,1,1,47,33,7,59,21,39,206, $0.52 , $0.10 , $0.11 , $0.67 , $0.14 , $0.05 , $1.59 , $4.75 ,10,12,24,5,51,,,,,,,,,,,
8973.43077.6160,5,1,1,27,25,4,37,17,50,160, $0.40 , $0.10 , $0.16 , $0.45 , $0.17 , $0.05 , $1.33 , $4.75 ,8,13,16,34,71,,,,,,,,,,,
8973.43077.6167,1,2,2,28,52,13,89,12,35,229, $1.15 , $0.15 , $0.30 , $0.56 , $0.19 , $0.08 , $2.43 , $5.50 ,6,14,17,33,70,,,,,,,,,,,
8973.43077.6299,3,2,2,28,42,11,35,13,31,160, $0.80 , $0.15 , $0.37 , $0.68 , $0.19 , $0.08 , $2.27 , $6.75 ,6,13,27,18,64,,,,,,,,,,,
8973.43077.6340,4,1,1,78,37,20,74,17,55,281, $0.70 , $0.10 , $0.07 , $0.31 , $0.08 , $0.05 , $1.31 , $3.75 ,6,20,10,30,66,,,,,,,,,,,
8973.43077.6340,2,1,1,36,50,18,68,15,28,215, $0.54 , $0.10 , $0.05 , $0.36 , $0.13 , $0.05 , $1.23 , $3.75 ,7,15,18,30,70,,,,,,,,,,,
8973.43077.6354,5,1,1,32,32,6,13,21,28,132, $0.33 , $0.10 , $0.19 , $0.40 , $0.09 , $0.10 , $1.21 , $4.75 ,3,23,22,20,68,,,,,,,,,,,
8973.43077.6375,7,1,2,31,27,17,45,11,37,168, $0.84 , $0.10 , $0.10 , $0.46 , $0.17 , $0.05 , $1.72 , $4.75 ,3,22,12,32,69,,,,,,,,,,,
8973.43077.6396,4,1,1,68,38,15,56,21,35,233, $0.58 , $0.10 , $0.09 , $0.28 , $0.11 , $0.05 , $1.21 , $3.75 ,7,19,24,37,87,,,,,,,,,,,
8973.43077.6396,4,1,2,90,41,19,55,14,36,255, $1.28 , $0.10 , $0.14 , $0.27 , $0.05 , $0.05 , $1.89 , $3.75 ,8,22,16,30,76,,,,,,,,,,,
8973.43077.6417,1,2,2,34,51,16,59,15,38,213, $1.07 , $0.15 , $0.39 , $0.67 , $0.23 , $0.08 , $2.59 , $5.50 ,9,13,31,36,89,,,,,,,,,,,
8973.43077.6438,1,1,2,66,35,12,39,12,22,186, $0.93 , $0.10 , $0.08 , $0.24 , $0.02 , $0.05 , $1.42 , $3.75 ,7,22,18,32,79,,,,,,,,,,,
8973.43077.6438,1,1,2,29,31,8,51,13,34,166, $0.83 , $0.10 , $0.13 , $0.23 , $0.14 , $0.05 , $1.48 , $3.75 ,6,18,12,35,71,,,,,,,,,,,
8973.43077.6486,6,1,1,19,32,17,56,19,47,190, $0.48 , $0.10 , $0.15 , $0.56 , $0.03 , $0.05 , $1.37 , $4.75 ,7,19,14,34,74,,,,,,,,,,,
8973.43077.6576,1,1,1,42,40,12,70,21,53,238, $0.60 , $0.10 , $0.17 , $0.36 , $0.09 , $0.10 , $1.42 , $3.75 ,7,16,8,27,58,,,,,,,,,,,
8973.43077.6590,2,1,2,29,37,9,63,15,20,173, $0.87 , $0.10 , $0.09 , $0.31 , $0.13 , $0.05 , $1.55 , $3.75 ,8,17,22,34,81,,,,,,,,,,,
8973.43077.6611,1,1,1,48,28,14,39,21,41,191, $0.48 , $0.10 , $0.17 , $0.34 , $0.14 , $0.05 , $1.28 , $3.75 ,6,18,24,28,76,,,,,,,,,,,
8973.43077.6639,2,1,1,37,41,14,58,22,47,219, $0.55 , $0.10 , $0.19 , $0.27 , $0.13 , $0.05 , $1.29 , $3.75 ,3,16,25,36,80,,,,,,,,,,,
8973.43077.6646,6,1,2,41,43,17,41,14,35,191, $0.96 , $0.20 , $0.18 , $0.60 , $0.18 , $0.05 , $2.17 , $4.75 ,4,20,21,11,56,,,,,,,,,,,
8973.43077.6701,1,2,2,45,67,14,49,13,45,233, $1.17 , $0.15 , $0.34 , $0.53 , $0.23 , $0.08 , $2.50 , $5.50 ,7,-3,28,32,64,,,,,,,,,,,
8973.43077.6715,4,1,2,72,81,20,47,16,30,266, $1.33 , $0.10 , $0.16 , $0.24 , $0.09 , $0.05 , $1.97 , $3.75 ,7,12,19,39,77,,,,,,,,,,,
8973.43077.6715,5,1,1,48,55,9,27,19,45,203, $0.51 , $0.10 , $0.16 , $0.41 , $0.15 , $0.05 , $1.38 , $4.75 ,8,16,21,27,72,,,,,,,,,,,
8973.43077.6729,5,1,2,45,58,8,49,17,34,211, $1.06 , $0.10 , $0.10 , $0.64 , $0.07 , $0.05 , $2.02 , $4.75 ,5,19,29,16,69,,,,,,,,,,,
8973.43077.6785,1,1,2,39,74,11,52,12,20,208, $1.04 , $0.10 , $0.13 , $0.28 , $0.05 , $0.05 , $1.65 , $3.75 ,9,12,13,33,67,,,,,,,,,,,
8973.43077.6847,1,1,2,25,68,9,26,17,33,178, $0.89 , $0.10 , $0.16 , $0.33 , $0.19 , $0.05 , $1.72 , $3.75 ,5,1,28,32,66,,,,,,,,,,,
8973.43077.6896,1,1,2,41,83,12,24,12,33,205, $1.03 , $0.10 , $0.11 , $0.38 , $0.09 , $0.05 , $1.76 , $3.75 ,8,6,15,17,46,,,,,,,,,,,
8973.43077.7097,5,2,1,41,47,12,53,27,46,226, $0.57 , $0.30 , $0.30 , $1.06 , $0.21 , $0.08 , $2.52 , $7.75 ,3,11,28,32,74,,,,,,,,,,,
8973.43077.7118,3,1,1,50,82,13,35,19,36,235, $0.59 , $0.10 , $0.17 , $0.35 , $0.10 , $0.05 , $1.36 , $4.25 ,6,0,22,36,64,,,,,,,,,,,
8973.43077.7132,5,2,3,24,48,13,56,14,27,182, $1.37 , $0.15 , $0.29 , $1.21 , $0.23 , $0.08 , $3.33 , $7.75 ,3,12,30,31,76,,,,,,,,,,,
8973.43077.7153,2,1,2,41,58,15,50,13,32,209, $1.05 , $0.10 , $0.07 , $0.34 , $0.10 , $0.05 , $1.71 , $3.75 ,9,8,27,37,81,,,,,,,,,,,
8973.43077.7160,7,1,2,42,52,15,81,14,20,224, $1.12 , $0.10 , $0.09 , $0.37 , $0.15 , $0.05 , $1.88 , $4.75 ,6,13,3,36,58,,,,,,,,,,,
8973.43077.7250,6,1,1,37,55,15,29,21,50,207, $0.52 , $0.10 , $0.13 , $0.66 , $0.18 , $0.05 , $1.64 , $4.75 ,6,15,28,30,79,,,,,,,,,,,
8973.43077.7257,5,1,3,20,37,9,40,13,34,153, $1.15 , $0.10 , $0.12 , $0.41 , $0.19 , $0.05 , $2.02 , $4.75 ,8,5,10,22,45,,,,,,,,,,,
8973.43077.7257,3,1,2,32,81,8,32,14,34,201, $1.01 , $0.10 , $0.10 , $0.41 , $0.08 , $0.05 , $1.75 , $4.25 ,7,4,7,25,43,,,,,,,,,,,
8973.43077.7285,3,2,2,49,102,17,0,16,30,214, $1.07 , $0.15 , $0.37 , $0.84 , $0.13 , $0.08 , $2.64 , $6.75 ,6,10,21,16,53,,,,,,,,,,,
8973.43077.7417,2,1,3,25,49,6,55,13,20,168, $1.26 , $0.10 , $0.17 , $0.36 , $0.09 , $0.05 , $2.03 , $3.75 ,8,12,26,20,66,,,,,,,,,,,
8973.43077.7424,2,1,1,42,72,11,48,25,34,232, $0.58 , $0.10 , $0.11 , $0.31 , $0.24 , $0.05 , $1.39 , $3.75 ,7,4,20,23,54,,,,,,,,,,,
8973.43077.7438,1,2,1,34,94,16,45,22,43,254, $0.64 , $0.15 , $0.34 , $0.54 , $0.18 , $0.08 , $1.93 , $5.50 ,7,3,11,33,54,,,,,,,,,,,
8973.43077.7507,1,2,3,25,49,18,55,17,20,184, $1.38 , $0.15 , $0.31 , $0.61 , $0.24 , $0.08 , $2.77 , $5.50 ,6,19,15,26,66,,,,,,,,,,,
8973.43077.7535,2,1,3,36,57,11,72,17,23,216, $1.62 , $0.10 , $0.15 , $0.30 , $0.01 , $0.05 , $2.23 , $3.75 ,3,16,15,19,53,,,,,,,,,,,
8973.43077.7576,3,2,1,56,104,13,31,24,56,284, $0.71 , $0.15 , $0.44 , $0.67 , $0.21 , $0.08 , $2.26 , $6.75 ,8,-2,27,36,69,,,,,,,,,,,
8973.43077.7590,5,1,2,41,60,7,63,16,28,215, $1.08 , $0.10 , $0.14 , $0.46 , $0.08 , $0.05 , $1.91 , $4.75 ,6,12,24,18,60,,,,,,,,,,,
8973.43077.7604,6,2,1,38,95,17,41,25,45,261, $0.65 , $0.15 , $0.40 , $1.06 , $0.25 , $0.08 , $2.59 , $7.75 ,9,18,6,17,50,,,,,,,,,,,
8973.43077.7632,6,1,2,50,68,20,30,13,31,212, $1.06 , $0.20 , $0.23 , $0.58 , $0.10 , $0.05 , $2.22 , $4.75 ,8,17,21,20,66,,,,,,,,,,,
8973.43077.7674,1,1,2,50,71,10,40,13,32,216, $1.08 , $0.10 , $0.09 , $0.28 , $0.04 , $0.05 , $1.64 , $3.75 ,9,3,6,27,45,,,,,,,,,,,
8973.43077.7722,1,2,1,39,85,15,36,21,64,260, $0.65 , $0.15 , $0.33 , $0.63 , $0.22 , $0.08 , $2.06 , $5.50 ,5,-4,9,16,26,,,,,,,,,,,
8973.43077.7729,7,1,2,57,50,25,84,14,26,256, $1.28 , $0.10 , $0.14 , $0.40 , $0.15 , $0.05 , $2.12 , $4.75 ,3,11,16,14,44,,,,,,,,,,,
8973.43077.7750,2,1,2,40,57,14,62,20,17,210, $1.05 , $0.10 , $0.17 , $0.31 , $0.12 , $0.05 , $1.80 , $3.75 ,4,18,18,27,67,,,,,,,,,,,
8973.43077.7750,5,2,3,31,43,11,35,14,40,174, $1.31 , $0.15 , $0.25 , $1.00 , $0.20 , $0.08 , $2.99 , $7.75 ,8,2,17,19,46,,,,,,,,,,,
8973.43077.7750,3,2,3,42,56,17,17,15,28,175, $1.31 , $0.30 , $0.37 , $0.68 , $0.15 , $0.08 , $2.89 , $6.75 ,3,13,28,26,70,,,,,,,,,,,
8973.43077.7785,6,1,3,38,52,17,53,16,40,216, $1.62 , $0.20 , $0.21 , $0.34 , $0.14 , $0.05 , $2.56 , $4.75 ,9,0,13,1,23,,,,,,,,,,,
8973.43077.7792,5,1,3,36,39,6,54,15,26,176, $1.32 , $0.10 , $0.13 , $0.52 , $0.17 , $0.05 , $2.29 , $4.75 ,5,16,26,36,83,,,,,,,,,,,
8973.43077.7847,6,1,2,45,71,20,53,10,39,238, $1.19 , $0.10 , $0.08 , $0.70 , $(0.02), $0.05 , $2.10 , $4.75 ,5,1,23,16,45,,,,,,,,,,,
8973.43077.7861,1,1,1,36,62,10,49,18,37,212, $0.53 , $0.10 , $0.18 , $0.37 , $0.22 , $0.05 , $1.45 , $3.75 ,9,18,28,25,80,,,,,,,,,,,
8973.43077.7868,7,2,1,39,57,25,39,21,58,239, $0.60 , $0.15 , $0.16 , $0.82 , $0.16 , $0.08 , $1.97 , $6.75 ,2,-8,7,18,19,,,,,,,,,,,
8973.43077.7903,1,1,2,34,71,10,47,12,33,207, $1.04 , $0.10 , $0.08 , $0.27 , $0.06 , $0.05 , $1.60 , $3.75 ,5,14,27,36,82,,,,,,,,,,,
8973.43077.7917,2,2,3,28,55,17,57,13,31,201, $1.51 , $0.15 , $0.17 , $0.62 , $0.28 , $0.08 , $2.81 , $5.50 ,10,4,19,31,64,,,,,,,,,,,
8973.43077.7924,6,1,2,26,58,18,37,12,29,180, $0.90 , $0.10 , $0.15 , $0.60 , $0.20 , $0.05 , $2.00 , $4.75 ,7,8,14,39,68,,,,,,,,,,,
8973.43077.7951,7,1,3,38,39,20,58,14,30,199, $1.49 , $0.10 , $0.13 , $0.38 , $0.07 , $0.05 , $2.22 , $4.75 ,9,4,17,28,58,,,,,,,,,,,
8973.43077.7958,4,1,1,75,72,26,49,22,51,295, $0.74 , $0.10 , $0.05 , $0.35 , $0.15 , $0.05 , $1.44 , $3.75 ,6,7,9,8,30,,,,,,,,,,,
8973.43077.7986,3,1,2,33,90,9,38,12,25,207, $1.04 , $0.10 , $0.18 , $0.42 , $0.19 , $0.05 , $1.98 , $4.25 ,7,9,13,30,59,,,,,,,,,,,
8973.43077.7986,2,1,3,22,47,13,78,12,36,208, $1.56 , $0.10 , $0.16 , $0.30 , $0.14 , $0.05 , $2.31 , $3.75 ,5,9,16,32,62,,,,,,,,,,,
8973.43077.8007,3,1,2,47,67,10,37,11,15,187, $0.94 , $0.10 , $0.19 , $0.41 , $0.07 , $0.05 , $1.76 , $4.25 ,6,19,29,18,72,,,,,,,,,,,
8973.43077.8021,6,1,1,32,61,8,32,22,47,202, $0.51 , $0.10 , $0.14 , $0.51 , $0.14 , $0.10 , $1.50 , $4.75 ,5,-5,8,23,31,,,,,,,,,,,
8973.43077.8042,1,1,1,47,63,10,55,22,51,248, $0.62 , $0.10 , $0.16 , $0.33 , $0.08 , $0.05 , $1.34 , $3.75 ,10,-6,23,27,54,,,,,,,,,,,
8973.43077.8042,2,2,2,38,87,19,55,14,20,233, $1.17 , $0.15 , $0.37 , $0.70 , $0.17 , $0.08 , $2.64 , $5.50 ,5,12,29,24,70,,,,,,,,,,,
8973.43077.8056,5,1,2,36,63,7,38,14,14,172, $0.86 , $0.10 , $0.12 , $0.51 , $0.06 , $0.05 , $1.70 , $4.75 ,5,21,17,39,82,,,,,,,,,,,
8973.43077.8132,5,1,2,31,49,5,53,14,35,187, $0.94 , $0.10 , $0.07 , $0.38 , $0.03 , $0.05 , $1.57 , $4.75 ,4,2,20,11,37,,,,,,,,,,,
8973.43077.8188,1,1,1,41,72,9,46,17,29,214, $0.54 , $0.10 , $0.07 , $0.31 , $(0.03), $0.05 , $1.04 , $3.75 ,6,9,17,24,56,,,,,,,,,,,
8973.43077.8264,5,1,1,27,57,7,50,21,61,223, $0.56 , $0.20 , $0.10 , $0.53 , $0.09 , $0.05 , $1.53 , $4.75 ,7,-9,26,37,61,,,,,,,,,,,
8973.43077.8354,3,1,1,51,102,8,48,17,50,276, $0.69 , $0.10 , $0.23 , $0.41 , $0.13 , $0.05 , $1.61 , $4.25 ,5,0,20,16,41,,,,,,,,,,,
8973.43077.8375,4,2,1,70,77,23,58,23,43,294, $0.74 , $0.15 , $0.17 , $0.63 , $0.19 , $0.08 , $1.96 , $5.50 ,7,9,12,37,65,,,,,,,,,,,
8973.43077.8375,5,1,2,25,62,5,47,15,42,196, $0.98 , $0.10 , $0.21 , $0.63 , $0.10 , $0.05 , $2.07 , $4.75 ,4,6,26,21,57,,,,,,,,,,,
8973.43077.8431,1,1,1,26,54,11,53,17,28,189, $0.47 , $0.10 , $0.12 , $0.36 , $0.12 , $0.05 , $1.22 , $3.75 ,7,13,14,28,62,,,,,,,,,,,
8973.43077.8618,6,1,2,45,73,19,32,11,29,209, $1.05 , $0.10 , $0.20 , $0.56 , $0.12 , $0.05 , $2.08 , $4.75 ,9,11,18,15,53,,,,,,,,,,,
8973.43077.8625,3,2,2,32,94,16,17,13,24,196, $0.98 , $0.15 , $0.37 , $0.77 , $0.18 , $0.08 , $2.53 , $6.75 ,6,16,29,27,78,,,,,,,,,,,
8973.43077.8660,3,2,3,31,73,15,33,15,49,216, $1.62 , $0.15 , $0.39 , $0.73 , $0.16 , $0.08 , $3.13 , $6.75 ,8,1,25,20,54,,,,,,,,,,,
8973.43077.8667,5,2,2,58,68,12,46,15,33,232, $1.16 , $0.15 , $0.30 , $0.98 , $0.23 , $0.08 , $2.90 , $7.75 ,8,8,20,39,75,,,,,,,,,,,
8973.43077.8708,5,1,1,41,61,11,72,25,47,257, $0.64 , $0.10 , $0.13 , $0.50 , $0.07 , $0.05 , $1.49 , $4.75 ,7,-1,13,8,27,,,,,,,,,,,
8973.43077.8736,1,1,1,43,73,9,70,20,47,262, $0.66 , $0.10 , $0.17 , $0.36 , $0.06 , $0.05 , $1.40 , $3.75 ,6,4,24,32,66,,,,,,,,,,,
8973.43077.8757,1,2,1,41,52,15,70,25,64,267, $0.67 , $0.15 , $0.26 , $0.64 , $0.21 , $0.08 , $2.01 , $5.50 ,8,18,29,34,89,,,,,,,,,,,
8973.43077.8778,6,1,1,29,37,13,44,21,35,179, $0.45 , $0.10 , $0.22 , $0.43 , $0.08 , $0.05 , $1.33 , $4.75 ,7,14,4,22,47,,,,,,,,,,,
8973.43078.4715,5,1,1,37,57,7,45,25,131,302, $0.76 , $0.10 , $0.27 , $0.52 , $0.13 , $0.05 , $1.83 , $4.75 ,6,-31,16,20,11,,,,,,,,,,,
8973.43078.4764,1,2,3,30,51,14,63,17,91,266, $2.00 , $0.15 , $0.33 , $0.82 , $0.20 , $0.08 , $3.58 , $5.50 ,7,1,19,38,65,,,,,,,,,,,
8973.43078.4792,6,2,2,48,68,21,49,15,65,266, $1.33 , $0.15 , $0.49 , $1.47 , $0.22 , $0.08 , $3.74 , $7.75 ,6,0,32,17,55,,,,,,,,,,,
8973.43078.4826,1,1,1,20,77,9,83,17,142,348, $0.87 , $0.10 , $0.17 , $0.37 , $0.12 , $0.05 , $1.68 , $3.75 ,9,-24,17,33,35,,,,,,,,,,,
8973.43078.4826,6,1,2,46,68,14,57,15,52,252, $1.26 , $0.20 , $0.10 , $0.57 , $0.10 , $0.05 , $2.28 , $4.75 ,5,-8,15,23,35,,,,,,,,,,,
8973.43078.4847,2,1,2,36,73,12,80,10,96,307, $1.54 , $0.10 , $0.29 , $0.39 , $0.08 , $0.05 , $2.45 , $3.75 ,7,17,13,31,68,,,,,,,,,,,
8973.43078.4896,5,1,2,35,57,6,64,14,126,302, $1.51 , $0.10 , $0.19 , $0.76 , $0.09 , $0.05 , $2.70 , $4.75 ,5,-25,22,25,27,,,,,,,,,,,
8973.43078.4903,1,2,2,67,88,14,36,14,59,278, $1.39 , $0.15 , $0.41 , $0.80 , $0.21 , $0.08 , $3.04 , $5.50 ,7,-11,31,22,49,,,,,,,,,,,
8973.43078.4910,5,2,2,46,66,10,42,18,100,282, $1.41 , $0.15 , $0.43 , $1.36 , $0.18 , $0.08 , $3.61 , $7.75 ,9,-24,17,22,24,,,,,,,,,,,
8973.43078.4917,3,1,2,52,76,8,77,13,100,326, $1.63 , $0.10 , $0.17 , $0.38 , $0.05 , $0.05 , $2.38 , $4.25 ,7,-23,26,39,49,,,,,,,,,,,
8973.43078.4938,5,1,1,56,56,7,32,16,127,294, $0.74 , $0.10 , $0.17 , $0.64 , $0.07 , $0.05 , $1.77 , $4.75 ,4,-24,12,17,9,,,,,,,,,,,
8973.43078.4958,6,2,2,40,82,21,58,15,140,356, $1.78 , $0.15 , $0.49 , $1.51 , $0.28 , $0.08 , $4.29 , $7.75 ,9,-26,26,18,27,,,,,,,,,,,
8973.43078.4958,1,2,3,32,56,14,56,12,98,268, $2.01 , $0.15 , $0.38 , $0.78 , $0.32 , $0.08 , $3.72 , $5.50 ,1,-9,20,38,50,,,,,,,,,,,
8973.43078.4986,6,1,2,45,58,16,37,16,64,236, $1.18 , $0.10 , $0.26 , $0.72 , $0.11 , $0.05 , $2.42 , $4.75 ,9,-6,28,32,63,,,,,,,,,,,
8973.43078.5007,2,1,2,31,70,11,41,15,83,251, $1.26 , $0.10 , $0.21 , $0.41 , $0.13 , $0.05 , $2.16 , $3.75 ,9,-14,20,36,51,,,,,,,,,,,
8973.43078.5007,2,2,2,48,82,15,63,12,99,319, $1.60 , $0.15 , $0.27 , $0.95 , $0.25 , $0.08 , $3.30 , $5.50 ,9,-20,28,32,49,,,,,,,,,,,
